id,name,address,phone,website,therapy_types,insurance_accepted,diagnoses_treated,age_groups
e5a7a892-fdeb-4022-96fe-c6cd791d76b2,"Aba Works, Inc.","{""zip"": ""90717"", ""city"": ""Lomita"", ""state"": ""CA"", ""street"": ""25124 Narbonne Ave Ste 102""}",888-286-8715,https://aba-works.com/,"['ABA therapy', 'Speech therapy']","{MHN,Magellan,Medicaid,""Blue Cross"",Molina,""Blue Shield"",Anthem}","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""0-5"", ""6-12"", ""13-18""]"
0036b93e-12d6-4fd6-8653-a4010b4146df,Above & Beyond Therapy,"17620 Sherman Way Suite 215a, Van Nuys, CA 91406",877-847-7757,https://aboveandbeyondbt.com/,"['ABA therapy', 'Parent Coaching', 'FBAs']",Private Insurance,"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
d8453173-de16-4706-8c63-cc2ebc07762f,ABS Kids,"5143 D St
Chino CA 91710-4185",858-264-5858,https://www.abskids.com/,['ABA therapy'],"Regional Center, Private Pay, Private Insurance","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
76d1b798-22e1-40a4-8a8a-ff55a1f68bb0,Accel Therapies,"{""zip"": ""92868"", ""city"": ""Orange"", ""state"": ""CA"", ""street"": ""140 S Flower St Suite 100""}",949-630-8290,https://acceltherapies.com/,['ABA therapy'],"{Aetna,Optum,Magellan,""Blue Shield"",""Blue Cross Blue Shield"",""Blue Cross"",CalOptima,Tricare,Medicaid,Anthem}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
ebd0a8b3-aa07-44ba-8b45-f8a59853971f,"Accelerated Behavioral Change, Inc.","{""zip"": ""91436"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""16400 Ventura Blvd UNIT 327""}",747-221-4222,http://www.abcspectrum.com/,['ABA therapy'],{},"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
d610527e-33d6-4341-9d56-c358673aa1e8,"Acceleration Behavioral Therapies, Inc.","{""zip"": ""91436"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""16501 Ventura Blvd suite 400""}",818-356-8106,https://www.accelerationbt.com/,['ABA therapy'],"{Medi-Cal, Private Insurance}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
ba8cfac4-4ed4-43a8-b11a-12e8fdc15aa0,ACES - Autism Comprehensive Educational Services - Phillips Ranch,"21 Rancho Camino Dr Pomona, CA 91766-7019

 17462 Colima Rd
Rowland Heights CA 91748-1633","855-223-7123 (Pomona)

855-223-7123 (Rowland Heights)",https://www.acesaba.com/locations/phillips-ranch,['ABA therapy'],"Private Pay, Medi-cal","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
464386eb-c060-4440-afd4-4bb1fd5cc52c,ACES ABA - Autism Therapy Center,"16360 Roscoe Blvd #100, Van Nuys, CA 91406",818-672-7002,https://www.acesaba.com/locations,['ABA therapy'],"Private Insurance, Medicaid","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
dccd3cd0-ba8c-45f3-a582-5ca984ecac8a,"Aces Comprehensive Educational Services, Inc. Dba","{""zip"": ""91406"", ""city"": ""Van Nuys"", ""state"": ""CA"", ""street"": ""16360 Roscoe Blvd #100""}",949-833-2237,https://www.acesaba.com/location-sfv/,['ABA therapy'],"Medicaid, Private Insurance","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
4ec3bbd2-a650-4edc-90fb-449facd80873,ACES- Autism Comprehensive Educational Services - Long Beach,3431 Cherry Ave Long Beach CA 90807-4911,855-223-7123,https://www.acesaba.com/locations/long-beach,['ABA therapy'],"Medicaid, Private Insurance","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
7b8cdebc-7754-4154-8324-a71820d24275,ACES- Autism Comprehensive Educational Services - Long Beach,"3431 Cherry Ave Long Beach, CA 90807-4911",855-223-7123,https://www.acesaba.com/locations/long-beach,['ABA therapy'],"Medicaid, Private Insurance","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
2175f3f4-83b2-47f9-b486-689f276fd2ac,Achieve Speech Associates,"16550 Ventura Blvd, Suite 405, Encino, CA 91436",310-402-3775,https://achievespeech.com/,"['Social Skills Groups', 'Early Intervention', 'Speech therapy']",Private Pay,"[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
24410a35-6c37-4980-966a-b9c97a796962,"Advanced For Behavior & Educational Development & Intervention, Inc. (Abedi)","{""zip"": ""91316"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""17203 Ventura Blvd #3""}",949-250-1101,http://www.teamabi.com/,"['ABA therapy', 'Parent training']",{Private Insurance},"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
7de06e0b-58e8-4d2e-b94c-ed988a277b32,Advanced Pediatric Behavioral Health,"{""zip"": ""91436"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""15720 Ventura Blvd #210""}",818-646-9229,https://advancedpsychiatryassociates.com/,"[""ABA therapy""]","{Medicare, Aetna, Anthem Blue Cross, Blue Shield of CA, Cal-Optima, Cigna, HealthNET/MHN, Magellan, Molina, LA Care (Medi-Cal), Premera, Holamn Group, United Behavioral Health/UMR/United Health Care, Kaiser, Regional Centers, TRICARE}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
659c87d4-21e0-43e8-9206-6e4a05640a4b,All Care Therapies,"6420 Wilshire Blvd Suite 600, Los Angeles, CA 90048",818-894-2273,https://allcaretherapies.com/en-us/,"['Physical therapy', 'Occupational therapy']","[Medi-Cal/Medicaid, Aetna, OPTUM Care, CookChildren's, Blue Shield of California, Stanford Health Care, Cigna Healthcare, Covered California, United Healthcare]","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
e7474e9b-d191-452b-9483-7bb5815f86af,All Care Therapies,"5450 W Pico Blvd Ste 700, Los Angeles, California, United States 90020-2764",818-894-2273,https://allcaretherapies.com/en-us/,"['Speech therapy', 'Occupational therapy']","[Medi-Cal/Medicaid, Aetna, OPTUM Care, CookChildren's, Blue Shield of California, Stanford Health Care, Cigna Healthcare, Covered California, United Healthcare]","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
6af3700f-d31c-46b9-a65b-d42bddae3daf,All Care Therapies,"4300 Long Beach Blvd # 700, Long Beach,, CA 90807",818-894-2273,https://allcaretherapies.com/en-us/?utm_source=google&utm_medium=gmb_longbeach,"['Occupational therapy', 'Physical therapy', 'Speech therapy']","[Medi-Cal/Medicaid, Aetna, OPTUM Care, CookChildren's, Blue Shield of California, Stanford Health Care, Cigna Healthcare, Covered California, United Healthcare]","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
28d07070-24b7-402e-b722-90d553e9bce6,All Care Therapies,"8550 Balboa Blvd Ste 242, Northridge, CA 9132",818-894-2273,https://allcaretherapies.com/en-us/,['Physical therapy'],"[Medi-Cal/Medicaid, Aetna, OPTUM Care, CookChildren's, Blue Shield of California, Stanford Health Care, Cigna Healthcare, Covered California, United Healthcare]","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
b2d01fc3-325f-4a4b-9cf8-7fd9a0cf4841,All Care Therapies,"5806 Pacific Blvd, Huntington Park, CA 90255",818-894-2273,https://allcaretherapies.com/en-us/,"['Physical therapy', 'Speech therapy', 'Occupational therapy']","[Medi-Cal/Medicaid, Aetna, OPTUM Care, CookChildren's, Blue Shield of California, Stanford Health Care, Cigna Healthcare, Covered California, United Healthcare]","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
ea9d75d0-dc1b-4ff6-8ac6-1aff4686e935,Alora Behavioral Health,"1274 Center Ct Dr #211, Covina, Ca 91724",626-339-4999,https://alorabh.com/,['ABA therapy'],"{""Private Pay"", ""Medi-Cal""}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
c5db66fc-e5bc-44ef-8634-3a8e2d72d421,"Alternative Behavior Strategies, Llc (Abs Kids)","{""zip"": ""91791"", ""city"": ""West Covina"", ""state"": ""CA"", ""street"": ""2235 E Garvey Ave N""}",858-264-5858,https://www.abskids.com/,['ABA therapy'],"{Aetna,""Blue Cross Blue Shield"",Beacon,""Blue Cross"",""Blue Shield""}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
47c8b477-4698-493f-beb9-b32152571d0d,Amada ABA,"12215 Telegraph Rd. Suite 210A, Santa Fe Springs, CA 90670",626-268-1624,https://www.amadaaba.com/,"['ABA therapy', 'Parent child interaction therapy/parent training behavior management']","Private Pay, Medi-Cal, Private Insurance","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
042a491f-e65f-4769-aeae-957b7782be65,Ample Joy ABA Consulting Services,"5665 Wilshire Blvd Suite 1049, Los Angeles,, CA 90036",877-708-2385,https://amplejoyabaservices.com/,"['ABA therapy', 'Occupational therapy', 'Speech therapy']","Medi-Cal, Private Insurance","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
cccbff84-039c-4b2a-9791-a734b8d242b1,"Apple Speech and Educational Services, Inc.","15650 Devonshire St. #208 Granada Hills, CA 91344",818-488-1145,http://www.applespeechtherapy.com/,['Speech therapy'],Private Pay,"[""Speech and Language Disorder"", ""Autism Spectrum Disorder"", ""Global Development Delay""]","[""0-5"", ""6-12"", ""13-18""]"
f9d49451-855d-4feb-888f-f6ad921f75d3,Appletree Early Intervention Center,"12375 Imperial Hwy., Norwalk,, CA 90650",562-202-3524,https://www.appletreekidz.com/,"['Occupational therapy', 'Physical therapy', 'Speech therapy']",Private Insurance,"[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""0-5"", ""6-12"", ""13-18""]"
4b888858-0d22-4942-8318-04e20635761e,Appletree Early Intervention Center,"12375 Imperial Hwy., Norwalk, CA 90650",562-202-3524,https://www.appletreekidz.com/,"['Occupational therapy', 'Physical therapy', 'Speech therapy']",Private Insurance,"[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""0-5"", ""6-12"", ""13-18""]"
1d62f45d-3321-4469-970c-8ddd0d2d78f1,Applied Behavior & Learning Enterprises,"21362 Lassen St, Suite 202, Chatsworth, CA 91311",818-909-2253,https://www.ablenterprises.com/,"['Adaptive Skills Training', 'Early Intervention', 'FBA', 'Social Skills Training']","Aetna, Anthem Blue Cross Blue Shield, Blue Shield of California, Cigna, LA Care Health Plan, MHN","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
68c53e8b-8cab-40be-a7ce-3eb7c544f603,"Applied Behavior Analysis Consultation Services, Inc.","{""zip"": ""90036"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""5665 Wilshire Blvd SUITE 1049""}",844-422-2435,http://www.abcreal.com/,"['Adaptive Skills Training', 'Early Intervention', 'FBA', 'Social Skills Training']",{Medi-Cal},"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
c8c4cb00-19c4-44cb-88e6-687a3b5e793b,"Applied Behavior Consultants, Inc. (Abc)","{""zip"": ""91730"", ""city"": ""Rancho Cucamonga"", ""state"": ""CA"", ""street"": ""10604 Trademark Pkwy N Ste 308""}",909-484-2848,http://www.abcreal.com/,"['Adaptive Skills Training', 'Early Intervention', 'FBA', 'Social Skills Training']","{""Covered California"",Medi-Cal, Aetna, Antem Blue Cross, Blue Cross Blue Shielf, Blue Shielf of CA, Carelon Behavioral Health, Carelon HPSJ, Cigna, Contra Costa Health Plan, Health Net, Inland Empire Health Plan, Keenan Health Care, Kaiser Southern California, LA Care, Magellan/Blue Shield of CA, Magellan Health Services of CA, Magellan/Western Health Advantage, Molina Health Care, Optum Health Behavioral Solutions, Prime Healthcare, The Holman Group, TriCare West, UMR, United Behavioral Health, United Healthcare, Compass Route}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
d6d4830e-d30a-4265-9768-d8650b33b749,Applied Behavioral Learning Group,"{""zip"": ""91311"", ""city"": ""Chatsworth"", ""state"": ""CA"", ""street"": ""21363 Lassen St # 202""}","818-668-3999, 661-837-7090",http://www.ablenterprises.com/,"['Adaptive Skills Training', 'Early Intervention', 'FBA', 'Social Skills Training']","{""Covered California"",Medi-Cal, Aetna, Antem Blue Cross, Blue Cross Blue Shielf, Blue Shielf of CA, Carelon Behavioral Health, Carelon HPSJ, Cigna, Contra Costa Health Plan, Health Net, Inland Empire Health Plan, Keenan Health Care, Kaiser Southern California, LA Care, Magellan/Blue Shield of CA, Magellan Health Services of CA, Magellan/Western Health Advantage, Molina Health Care, Optum Health Behavioral Solutions, Prime Healthcare, The Holman Group, TriCare West, UMR, United Behavioral Health, United Healthcare, Compass Route}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
661e7881-0a76-440d-8077-29f0de6f9914,As They Grow,"339 E. Rowland St. Covina, CA 91723",626-339-0268,https://www.atgtherapy.com/,['Occupational therapy'],"{""Medi-Cal"", ""Private Pay"",} ","[""Autism Spectrum Disorder"", ""ADHD"", ""Sensory Processing Disorder""]","[""0-5"", ""6-12""]"
b15c311b-fcf8-4d77-a146-71e1d6facd23,Ascent ABA,"In-home, serving Rancho Cucamonga, Chino, Chino Hills, Fontana, Ontario, Rialto, Pomona, Eastvale, Mira Loma & the Inland Empire
11175 Azusa Court, Suite 110, Rancho Cucamonga, CA 91730",949-668-7004,https://www.ascentaba.com/,['ABA therapy'],Private Pay,"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
2634a866-9d2b-48c9-878a-c6e7c74a3b11,"Assessment, Consultation & Treatment","{""zip"": ""91107"", ""city"": ""Pasadena"", ""state"": ""CA"", ""street"": ""2700 E Foothill Blvd Lobby""}",626-824-0982,http://www.actpsychology.com/,['ABA therapy'],"{Medi-Cal, Private Insurance}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
79b1c9d0-8df5-4f45-b18e-c43c63929a98,Asteri Behavioral Health,"{""zip"": ""90248"", ""city"": ""Gardena"", ""state"": ""CA"", ""street"": ""879 W 190th St Suite 400""}",800-400-9748,http://www.asteribehavioraltreatment.com/,"['ABA therapy', 'Parent Training']",Private Insurance,"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
2d61e732-144b-4a79-abd1-049daff75e83,Asteri Behavioral Treatment Center,"1501 West Cameron Ave Suite 215 West Covina,, CA 91790",877-272-5818,https://asteribehavioraltreatmentcenter.com/,"['ABA therapy', 'Parent Training']",Private Insurance,"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
0c450e8f-2d6e-40ad-b6ed-5e9e2a6b768c,Atlas ABA,"2707 Empire Ave, Burbank. CA 91504",818-639-3568,https://atlasaba.com/,"['ABA therapy', 'Social Skills', 'Parent Training']",Private Insurance,"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
1aec4408-eb4a-49d8-a401-fda4dadda37b,Atlas Behavior Services,"{""zip"": ""91504"", ""city"": ""Burbank"", ""state"": ""CA"", ""street"": ""2707 Empire Ave""}",818-634-1163,https://atlasaba.com/,"['ABA therapy', 'Social Skills', 'Parent Training']","LA Care, Anthem, Health Net, Magellan","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
71027f65-e23a-402f-91bf-210f97cf4a89,Aultruism Inc,"{""zip"": ""92804"", ""city"": ""Anaheim"", ""state"": ""CA"", ""street"": ""10568 Magnolia Ave #102""}",562-889-4256,http://aultruism.com/,"['Adaptive Skills Training', 'Early Intervention', 'FBA', 'Social Skills Training', 'Parent Training']",{},"[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder""]","[""All Ages""]"
279d5add-6ab0-4651-9dfc-ea89cfe14910,"Autism Behavior Consultants, Inc.","{""zip"": ""90503"", ""city"": ""Torrance"", ""state"": ""CA"", ""street"": ""2909 Oregon Ct A1""}",310-320-1333,http://www.autismprograms.com/,"['ABA therapy', 'Social Skills', 'Parent Training']","LA Care, Anthem Blue Cross, Anthem Blue Shield of California, Health Net, Magellan Health, Cigna, United Healthcare, Kaiser Permanente","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
d5cbe871-08c6-4720-ac22-c50d68d22966,Autism Behavior Intervention,"{""zip"": ""91316"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""17203 Ventura Blvd #3""}",844-646-7516,http://www.teamabi.com/,"['ABA therapy', 'Early Intervention']","LA Care, Anthem, Health Net, Magellan Health, Cigna, United Healthcare, Optum, Blue Shield of California","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
f3496d5e-61b3-4d2e-b06f-f67c57ba2256,Autism Behavior Services,"{""zip"": ""91436"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""16000 Ventura Blvd #1103""}",855-581-0100,http://www.ahappyfam.com/,"['ABA therapy', 'Social Skills', 'Parent Training']","{""Health Net"",MHN,Magellan,""Blue Shield""}","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
2093e2d9-7374-495b-a8cd-c51a2c2e2afb,Autism Believe Accept Therapy Services,"5967 W 3rd St. Suite 200 Los Angeles, CA 90036",323-745-5800,https://www.abatsaba.com/,['ABA therapy'],"Medi-Cal, Private Insurance, Private Pay","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
0cb65b55-6ba3-4a53-89e1-75dc3964671f,Autism Believe Accept Therapy Services,"5967 W 3rd St. Suite 200 Los Angeles, CA 90036",323-745-5800,https://www.abatsaba.com/,['ABA therapy'],"Medi-Cal, Private Insurance, Private Pay","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
68c5f183-cc4c-4d64-abf0-20c5a27f9924,Autism Center for Treatment,"21550 Oxnard St. Suite 940 Woodland Hills, CA 91367",818-707-1717,https://www.act4autism.com/,['ABA therapy'],Private Insurance,"[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
9276d461-3c43-43da-880c-e187af2fc173,Autism Learning Partners,"1055 E Colorado Blvd Suite 560
 Pasadena CA 91106",888-805-0759,https://www.autismlearningpartners.com/,['ABA therapy'],"Regional Center, Private Pay, Medicaid","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""0-5"", ""6-12"", ""13-18""]"
8b1bf9ae-07c8-4ee6-a161-2c27cc246645,Autism Learning Partners,"{""zip"": ""91206"", ""city"": ""Glendale"", ""state"": ""CA"", ""street"": ""741 Glenvia St Suite 102 & 200""}","818-241-6780, 855-976-5740",https://www.autismlearningpartners.com/,"['ABA therapy', 'Occupational therapy', 'Physical therapy']","Regional Center, Private Pay, Medicaid","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
80aa7ef3-9fc5-4973-b508-7040f7dfbbef,Autism Learning Partners,"12432 Bellflower Blvd Downey, CA 90242",888-805-0759,https://autismlearningpartners.com/locations/california/los-angeles-county/monrovia/,['ABA therapy'],"Medicaid, Private Insurance","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
a5cf3d20-a257-440a-8b93-f59c4aa69f93,Autism Learning Partners,"1333 S Mayflower Ave
 Monrovia CA 91016-4066",888-805-0759,https://autismlearningpartners.com/,['ABA therapy'],"Regional Center, Private Pay, Medicaid","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
a4e913bb-6b0a-4fa4-853e-2beade305387,Autism Learning Partners,12432 Bellflower Blvd Downey CA 90242,888-805-0759,https://autismlearningpartners.com/,['ABA therapy'],"Medicaid, Private Insurance","[""Autism Spectrum Disorder"", ""Global Development Delay"", ""ADHD""]","[""All Ages""]"
330bce9d-391a-4d19-b50e-e6968c9ce93d,Autism Spectrum Interventions,"713 W Commonwealth Ave
Fullerton CA 92832-1612",714-879-4274,https://www.alongside-aba.com/,"['ABA therapy', 'Occupational therapy', 'Social skills groups', 'Parent training']"," Private Pay, Medical, Private Insurance","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder"", ""Global Development Delay""]","[""0-5"", ""6-12"", ""13-18""]"
fab2b4a0-4552-429f-b50c-709597e4fb73,"Autism Spectrum Interventions, Inc.","{""zip"": ""92832"", ""city"": ""Fullerton"", ""state"": ""CA"", ""street"": ""713 W Commonwealth Ave""}",562-972-4846,http://asiautism.org/,"['ABA therapy', 'Occupational therapy', 'Social skills groups', 'Parent training']","Regional Center, Private Pay, Medicaid, CalOptima Health, Molina Healthcare, Anthem Blue Cross Blue Shield, Evernorth Health Services, Health Net","[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder"", ""Global Development Delay""]","[""0-5"", ""6-12"", ""13-18""]"
d4c53e6f-941b-4a7c-b96b-7f73d8b7f756,Autism Spectrum Therapies,"5001 Airport Plaza Dr #200, Long Beach,, CA 90815",866-727-8274,https://autismtherapies.com/locations/losangeles,"['ABA therapy', 'Occupational therapy', 'Speech therapy']",Private Insurance,"[""Autism Spectrum Disorder"", ""ADHD"", ""Speech and Language Disorder"", ""Sensory Processing Disorder"", ""Global Development Delay""]","[""0-5"", ""6-12"", ""13-18""]"
